PID,Unnamed: 0,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Prop_Addr,longitude,latitude,addy,coords,univ_dist
909254070,28,1802,200100,70,RL,54.0,7588,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,352.0,Unf,0.0,441.0,793.0,GasA,Gd,Y,SBrkr,901,901,0,0.0,0.0,1,1,4,1,TA,9,Typ,1,Gd,Detchd,1920.0,Unf,1.0,216.0,Fa,TA,Y,0,0,40,0,0,0,,,,0,7,2006,WD ,Normal,611 ASH AVE,-93.644405,42.016565,"611, Ash Avenue, Ames, Story County, Iowa, 50014, United States","('42.016565', '-93.644405')",1.1272646375553965
527455060,29,1441,148500,160,RL,24.0,2289,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,311.0,Unf,0.0,544.0,855.0,GasA,TA,Y,SBrkr,855,586,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,Unf,2.0,440.0,TA,TA,Y,28,0,0,0,0,0,,,,0,4,2009,WD ,Normal,1122 JOHNSON ST,-93.62563247253073,42.04998175832964,"1122, Johnson Street, North Park Villas, Ames, Story County, Iowa, 50010, United States","('42.04998175832964', '-93.62563247253073')",3.2559289110579783
534478140,30,1920,137000,90,RL,95.0,11345,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,220.0,Unf,0.0,708.0,928.0,GasA,Gd,Y,FuseA,928,992,0,0.0,0.0,2,0,4,2,TA,10,Typ,0,,Detchd,1948.0,Unf,2.0,400.0,TA,Fa,Y,0,0,0,0,0,0,,,,0,7,2007,WD ,Normal,803 13TH ST 805,-93.6216515510204,42.03465587755102,"803, 13th Street, Ames, Story County, Iowa, 50010, United States","('42.03465587755102', '-93.6216515510204')",2.423851057727476
905108120,31,1949,157000,90,RL,75.0,8235,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,5,4,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,Rec,483.0,Unf,0.0,1466.0,1949.0,GasA,TA,Y,SBrkr,1949,0,0,0.0,0.0,2,0,6,2,TA,10,Typ,0,,Attchd,1977.0,RFn,2.0,586.0,TA,TA,Y,32,0,0,0,0,0,,,,0,5,2006,WD ,Normal,3827 PHOENIX ST,-93.67067982634337,42.03026815492553,"3827, Phoenix Street, Ontario Heights, Ontario, Ames, Story County, Iowa, 50014, United States","('42.03026815492553', '-93.67067982634337')",1.880044460447885
905377130,32,861,82500,30,RL,,12342,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,262.0,Unf,0.0,599.0,861.0,GasA,Ex,Y,SBrkr,861,0,0,0.0,0.0,1,0,1,1,TA,4,Typ,0,,Detchd,1961.0,Unf,2.0,539.0,TA,TA,Y,158,0,0,0,0,0,,,,0,3,2009,WD ,Normal,214 HICKORY DR,-93.67240756707396,42.02404937661948,"214, Hickory Drive, Ames, Story County, Iowa, 50014, United States","('42.02404937661948', '-93.67240756707396')",1.9829619887600007
905201090,33,1437,168000,20,RL,,14175,Pave,,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,988.0,Unf,0.0,200.0,1188.0,GasA,Gd,Y,SBrkr,1437,0,0,1.0,0.0,1,1,3,1,TA,6,Min2,1,TA,Detchd,1999.0,Unf,2.0,576.0,TA,TA,Y,304,0,0,0,0,0,,,,0,11,2006,WD ,Normal,3431 ROSS RD,-93.6648772824148,42.032304753713476,"3431, Ross Road, Ames, Story County, Iowa, 50014, United States","('42.032304753713476', '-93.6648772824148')",1.505450726118576
905480210,34,1510,108000,70,RL,60.0,9084,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,755.0,755.0,GasA,TA,Y,SBrkr,755,755,0,1.0,0.0,1,0,4,1,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,1.0,296.0,Fa,Po,P,120,0,0,0,0,0,,MnPrv,,0,10,2009,WD ,Normal,3107 LINCOLN WAY,-93.66002537205183,42.02283893220874,"3107, Lincoln Way, Ames, Story County, Iowa, 50014, United States","('42.02283893220874', '-93.66002537205183')",1.014549030736558
534278070,35,1728,177625,20,RL,,13495,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,70.0,TA,Gd,CBlock,TA,TA,No,BLQ,625.0,LwQ,201.0,222.0,1048.0,GasA,Fa,Y,SBrkr,1728,0,0,1.0,0.0,2,0,3,1,TA,7,Min1,1,Gd,Detchd,1956.0,Unf,2.0,576.0,TA,TA,Y,0,99,0,0,0,0,,,,0,7,2009,WD ,Normal,2102 FURMAN DR,-93.621618,42.044865,"Furman Drive, Melrose Park, Ames, Story County, Iowa, 50010, United States","('42.044865', '-93.621618')",3.0496152784504833
527368010,36,1811,235000,60,FV,,8470,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,225.0,ALQ,276.0,471.0,972.0,GasA,Ex,Y,SBrkr,972,839,0,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2.0,565.0,TA,TA,Y,225,48,0,0,0,0,,,,0,10,2009,WD ,Normal,2754 SOMERSET DR,-93.639331,42.04927244444444,"2754, Somerset Drive, Ames, Story County, Iowa, 50010, United States","('42.04927244444444', '-93.639331')",2.6750937169912907
528188090,37,1626,155000,160,RL,36.0,2448,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,764.0,764.0,GasA,Ex,Y,SBrkr,764,862,0,0.0,0.0,2,1,2,1,Gd,6,Typ,0,,BuiltIn,2003.0,RFn,2.0,474.0,TA,TA,Y,0,27,0,0,0,0,,,,0,10,2008,WD ,Normal,3715 FARNHAM DR,none,none,none,"('none', 'none')",
535180130,38,1337,108000,50,RL,60.0,8382,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,5,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,TA,Y,FuseA,832,505,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1956.0,Unf,1.0,263.0,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2010,WD ,Normal,223 20TH ST,-93.61296405358212,42.04210783827835,"223, 20th Street, Ames, Story County, Iowa, 50010, United States","('42.04210783827835', '-93.61296405358212')",3.4417235560013313
533210060,39,1200,155000,160,FV,30.0,3215,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,280.0,Unf,0.0,320.0,600.0,GasA,Ex,Y,SBrkr,600,600,0,0.0,0.0,2,1,2,1,Gd,4,Typ,0,,Detchd,2004.0,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,0,0,,,,0,4,2010,ConLD,Normal,2706 NORTHRIDGE PKWY,-93.64607655608327,42.048473157977575,"2706, Northridge Parkway, Ames, Story County, Iowa, 50010, United States","('42.048473157977575', '-93.64607655608327')",2.481951169139651
527359010,40,1743,175000,60,RL,90.0,11700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,Gd,TA,CBlock,TA,TA,No,ALQ,384.0,Rec,175.0,143.0,702.0,GasA,Gd,Y,SBrkr,1041,702,0,0.0,1.0,1,2,3,1,TA,7,Typ,1,Gd,Attchd,1968.0,Unf,2.0,539.0,TA,TA,Y,224,0,0,0,0,0,,,,0,6,2007,WD ,Normal,2814 MONROE DR,-93.63448256911846,42.049954675611154,"2814, Monroe Drive, Parkview Heights;, Ames, Story County, Iowa, 50010, United States","('42.049954675611154', '-93.63448256911846')",2.886199344022832
533130130,41,2349,362500,60,RL,85.0,13143,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,504.0,Gd,TA,PConc,Gd,TA,No,LwQ,250.0,GLQ,981.0,0.0,1231.0,GasA,Ex,Y,SBrkr,1251,1098,0,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3.0,762.0,TA,TA,Y,32,130,0,0,0,0,,,,0,6,2010,WD ,Normal,2406 RIDGETOP CIR,-93.65265019942633,42.04576801482544,"2406, Ridgetop Circle, Northridge Parkway, Ames, Story County, Iowa, 50014, United States","('42.04576801482544', '-93.65265019942633')",2.1976186868910967
531371050,42,1200,184900,20,RL,67.0,10083,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,0.0,343.0,1176.0,GasA,Ex,Y,SBrkr,1200,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,0,,Attchd,2003.0,RFn,2.0,555.0,TA,TA,Y,0,41,0,0,0,0,,,,0,8,2009,WD ,Normal,5429 TENNESSEE ST,-93.69184014108127,42.03528965968998,"5429, Tennessee Street, Brookview Place, Ames, Story County, Iowa, 50014, United States","('42.03528965968998', '-93.69184014108127')",3.716877944023327
535354050,43,893,135000,45,RL,60.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,220.0,Unf,0.0,625.0,845.0,GasA,TA,Y,SBrkr,893,0,0,0.0,1.0,1,0,2,1,Gd,4,Typ,0,,Detchd,1985.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2007,WD ,Normal,1415 CLARK AVE,-93.61722920800686,42.035913705822516,"1415, Clark Avenue, Ames, Story County, Iowa, 50010, United States","('42.035913705822516', '-93.61722920800686')",2.815608927089453
902106010,44,1558,150000,70,RM,57.0,6406,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,421.0,Unf,0.0,269.0,690.0,GasA,TA,Y,FuseA,868,690,0,0.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1939.0,Unf,2.0,400.0,TA,TA,Y,0,36,0,0,182,0,,MnPrv,,0,10,2009,WD ,Normal,622 11TH ST,-93.6189605281827,42.032047615808786,"622, 11th Street, Ames, Story County, Iowa, 50010, United States","('42.032047615808786', '-93.6189605281827')",2.5419349529658977
533213020,45,1256,195000,120,FV,,4217,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,962.0,Unf,0.0,183.0,1145.0,GasA,Ex,Y,SBrkr,1256,0,0,1.0,0.0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2.0,641.0,TA,TA,Y,0,169,0,0,0,0,,,,0,3,2009,WD ,Normal,2803 BRISTOL DR,-93.64758041232045,42.0474208778708,"2803, Bristol Drive, Ames, Story County, Iowa, 50010, United States","('42.0474208778708', '-93.64758041232045')",2.3576101230050113
528456220,46,1590,210000,60,FV,75.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,786,804,0,0.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,2008.0,RFn,2.0,676.0,TA,TA,Y,0,30,0,0,0,0,,,,0,6,2009,WD ,Normal,2835 ASPEN RD,-93.64708701903446,42.051134293871904,"2835, Aspen Road, Ames, Story County, Iowa, 50010, United States","('42.051134293871904', '-93.64708701903446')",2.7714265716718565
907227290,47,768,133000,85,RL,70.0,8445,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,7,1972,2007,Gable,CompShg,HdBoard,Wd Shng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,656.0,Unf,0.0,112.0,768.0,GasA,TA,Y,SBrkr,768,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1988.0,Unf,2.0,396.0,TA,TA,Y,58,0,0,0,0,0,,MnPrv,,0,3,2009,WD ,Normal,301 ROCKWELL AVE,-93.683345,42.020932,"301, Rockwell Avenue, College Creek, Ames, Story County, Iowa, 50014, United States","('42.020932', '-93.683345')",2.933451627503364
528186010,48,1712,286500,20,RL,129.0,16770,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,270.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1196.0,Unf,0.0,516.0,1712.0,GasA,Ex,Y,SBrkr,1712,0,0,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2002.0,RFn,3.0,701.0,TA,TA,Y,218,183,0,0,0,0,,,,0,9,2009,WD ,Normal,3140 BURNHAM DR,-93.65441359375001,42.0570115625,"3140, Burnham Drive, Northridge Heights, Ames, Story County, Iowa, 50010, United States","('42.0570115625', '-93.65441359375001')",3.454490851309764
905104240,49,868,119900,190,RL,70.0,8425,Pave,,Reg,Lvl,AllPub,FR3,Gtl,Sawyer,Feedr,Norm,2fmCon,1Story,5,6,1971,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,748.0,Unf,0.0,20.0,768.0,GasA,Gd,Y,SBrkr,868,0,0,1.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1989.0,Unf,2.0,576.0,TA,TA,Y,138,0,0,0,0,0,,GdPrv,,0,5,2007,WD ,Normal,803 YUMA AVE 805,-93.678181195683,42.029681990232056,"803, Yuma Avenue, Ontario Heights, Ontario, Ames, Story County, Iowa, 50014, United States","('42.029681990232056', '-93.678181195683')",2.476648814316385
906426090,50,1582,190000,20,RL,,36500,Pave,,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812.0,Unf,0.0,812.0,1624.0,GasA,Fa,Y,SBrkr,1582,0,0,0.0,1.0,2,0,4,1,TA,7,Typ,0,,Attchd,1964.0,Unf,2.0,390.0,TA,TA,N,168,198,0,0,0,0,,,,0,6,2006,WD ,Normal,4720 DOVER DR,-93.68091120648329,42.02829405776361,"4720, Dover Drive, Ames, Story County, Iowa, 50014, United States","('42.02829405776361', '-93.68091120648329')",2.6825592256464352
902301120,51,1928,137000,190,RM,69.0,9142,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Fa,Stone,Fa,TA,No,Unf,0.0,Unf,0.0,1020.0,1020.0,GasA,Gd,N,FuseP,908,1020,0,0.0,0.0,2,0,4,2,Fa,9,Typ,0,,Detchd,1910.0,Unf,1.0,440.0,Po,Po,Y,0,60,112,0,0,0,,,,0,4,2006,WD ,Normal,820 WILSON AVE,-93.61826257142856,42.02921671428571,"820, Wilson Avenue, Ames, Story County, Iowa, 50010, United States","('42.02921671428571', '-93.61826257142856')",2.5377715326506824
902101010,52,1224,115000,50,RM,,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,Unf,0.0,350.0,818.0,GasA,TA,Y,SBrkr,818,406,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1926.0,Unf,1.0,210.0,TA,TA,N,0,0,116,0,0,0,,,,0,12,2009,WD ,Normal,518 13TH ST,-93.61747530123144,42.03438566183446,"518, 13th Street, Ames, Story County, Iowa, 50010, United States","('42.03438566183446', '-93.61747530123144')",2.735899624016191
527450030,53,1092,113500,160,RM,21.0,2205,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,567.0,TA,TA,CBlock,TA,TA,No,ALQ,312.0,Unf,0.0,213.0,525.0,GasA,TA,Y,SBrkr,525,567,0,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Detchd,1973.0,Unf,1.0,264.0,TA,TA,Y,144,0,0,0,0,0,,,,0,2,2007,WD ,Normal,1463 TRUMAN PL,-93.628226,42.052547,"Truman Place, Briardale Square, Ames, Story County, Iowa, 50010, United States","('42.052547', '-93.628226')",3.378569965769667
535175070,54,1264,167500,20,RL,73.0,9300,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,TA,TA,CBlock,TA,TA,No,Rec,697.0,Unf,0.0,571.0,1268.0,GasA,TA,Y,SBrkr,1264,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1960.0,Unf,2.0,461.0,TA,TA,Y,0,0,0,0,143,0,,,,0,4,2010,WD ,Normal,2223 DUFF AVE,-93.61344680244356,42.04420197427004,"2223, Duff Avenue, Ames, Story County, Iowa, 50010, United States","('42.04420197427004', '-93.61344680244356')",3.5335789932495483
528108070,55,2184,335000,60,RL,96.0,11308,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,Ex,TA,PConc,Ex,TA,Av,GLQ,936.0,Unf,0.0,168.0,1104.0,GasA,Ex,Y,SBrkr,1130,1054,0,1.0,0.0,2,1,3,1,Ex,10,Typ,1,Gd,Attchd,2008.0,Fin,3.0,836.0,TA,TA,Y,0,102,0,0,0,0,,,,0,7,2009,WD ,Normal,3012 SEDWICK ST,-93.65305565872593,42.06298145483986,"3012, Sedwick Street, Northridge Heights, Ames, Story County, Iowa, 50010, United States","('42.06298145483986', '-93.65305565872593')",4.10068694000809
909281020,56,1355,140000,190,RL,79.0,6221,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,2fmCon,1.5Fin,5,5,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,533.0,Unf,0.0,195.0,728.0,GasA,Ex,Y,SBrkr,760,595,0,0.0,0.0,2,0,3,1,TA,5,Typ,0,,Detchd,1966.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,144,0,,MnPrv,,0,10,2007,WD ,Normal,2010 KILDEE ST,-93.63969278982539,42.01748201059284,"2010, Kildee Street, Ames, Story County, Iowa, 50014, United States","('42.01748201059284', '-93.63969278982539')",1.2202288363499276
533213140,57,1458,176000,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,419.0,Unf,0.0,310.0,729.0,GasA,Gd,Y,SBrkr,729,729,0,0.0,0.0,2,1,2,1,TA,5,Typ,1,Fa,Detchd,1999.0,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,,,,0,6,2007,WD ,Normal,2703 BRISTOL DR,-93.64581029094607,42.04711367213032,"2703, Bristol Drive, Ames, Story County, Iowa, 50010, United States","('42.04711367213032', '-93.64581029094607')",2.333647029492076
535302070,58,948,125000,20,RL,60.0,10950,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,441.0,Unf,0.0,507.0,948.0,GasA,TA,Y,SBrkr,948,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1952.0,Unf,2.0,410.0,TA,TA,N,0,48,0,0,0,0,,,,0,4,2007,WD ,Normal,1823 BURNETT AVE,-93.61565977777778,42.04054722222222,"1823, Burnett Avenue, Ames, Story County, Iowa, 50010, United States","('42.04054722222222', '-93.61565977777778')",3.1613975700527877
905480030,59,1258,105000,50,RL,60.0,9060,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Rec,204.0,Unf,0.0,356.0,560.0,GasA,TA,Y,SBrkr,698,560,0,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1939.0,Unf,1.0,280.0,TA,TA,P,0,0,0,0,0,0,,MnPrv,,0,10,2009,WD ,Normal,3122 STORY ST,-93.65978894256051,42.02367542136731,"3122, Story Street, Ames, Story County, Iowa, 50014, United States","('42.02367542136731', '-93.65978894256051')",0.9653023898856335
907200110,60,938,130250,20,RL,,9200,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,280.0,BLQ,491.0,167.0,938.0,GasA,TA,Y,SBrkr,938,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1977.0,Unf,1.0,308.0,TA,TA,Y,145,0,0,0,0,0,,MnPrv,,0,7,2008,WD ,Normal,5106 TODD DR,-93.68579351117005,42.02211963676932,"5106, Todd Drive, College Creek, Ames, Story County, Iowa, 50014, United States","('42.02211963676932', '-93.68579351117005')",3.110392604011419
907275030,61,2049,210900,60,RL,,21533,Pave,,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Feedr,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1065.0,1065.0,GasA,Ex,Y,SBrkr,1065,984,0,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1997.0,Unf,2.0,467.0,TA,TA,Y,120,48,0,0,0,0,,,,0,8,2006,WD ,Normal,4512 HEMINGWAY DR,-93.6826174,42.0187764,"Hemingway Drive, Hillside, Ames, Story County, Iowa, 50014, United States","('42.0187764', '-93.6826174')",2.9326928891208484
907203110,62,969,122000,20,RL,120.0,10356,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,716.0,Unf,0.0,253.0,969.0,GasA,TA,Y,SBrkr,969,0,0,0.0,0.0,1,1,3,1,TA,5,Typ,0,,Attchd,1975.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,1,2007,WD ,Normal,4923 SCHUBERT ST,-93.68446798947812,42.021250109225505,"4923, Schubert Street, College Creek, Ames, Story County, Iowa, 50014, United States","('42.021250109225505', '-93.68446798947812')",3.017981999985099
527127100,63,2522,375000,120,RL,28.0,7296,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1965.0,Unf,0.0,243.0,2208.0,GasA,Ex,Y,SBrkr,2522,0,0,1.0,0.0,2,0,1,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2.0,564.0,TA,TA,Y,182,57,0,0,0,0,,,,0,11,2009,WD ,Normal,1801 WATERBURY CIR,-93.63328,42.0630284,"Waterbury Circle, Stone Brooke, Ames, Story County, Iowa, 50010, United States","('42.0630284', '-93.63328')",4.282735046730986
528431020,64,1696,275000,20,RL,86.0,11194,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1696.0,1696.0,GasA,Ex,Y,SBrkr,1696,0,0,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2008.0,RFn,3.0,972.0,TA,TA,Y,120,56,0,0,0,0,,,,0,9,2009,WD ,Normal,3305 KENT AVE,-93.64249250089715,42.054991663902044,"3305, Kent Avenue, Taylor Glen, Ames, Story County, Iowa, 50010, United States","('42.054991663902044', '-93.64249250089715')",3.2371638857015594
