PID,GrLivArea_Log,SalePrice_Log,MSSubClass,MSZoning,LotFrontage,LotArea_Log,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalBath,ISU_dist
534277070,6.858565034791365,11.818570237796182,20,RL,68.47022684310019,9.044875932248651,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228.0,Unf,0.0,724.0,952.0,GasA,Ex,Y,FuseA,952,0,0,1,2,1,TA,4,Typ,0,Detchd,Unf,1.0,TA,Y,0,0,0,0,0,0,None,0,4,2008,WD ,Normal,1.0,3.049615278
534277090,7.216709486709457,11.84939770159144,20,RL,68.47022684310019,9.153770020487789,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,4,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,160.0,TA,TA,CBlock,TA,TA,No,BLQ,775.0,Unf,0.0,265.0,1040.0,GasA,TA,Y,SBrkr,1362,0,0,1,3,1,TA,6,Typ,1,Attchd,RFn,3.0,TA,Y,0,0,84,0,0,0,MnPrv,0,5,2009,WD ,Normal,2.0,3.049615278
534278070,7.454719949364001,12.087429865399402,20,RL,68.47022684310019,9.510074525452104,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,70.0,TA,Gd,CBlock,TA,TA,No,BLQ,625.0,LwQ,201.0,222.0,1048.0,GasA,Fa,Y,SBrkr,1728,0,0,2,3,1,TA,7,Min1,1,Detchd,Unf,2.0,TA,Y,0,99,0,0,0,0,None,0,7,2009,WD ,Normal,3.0,3.049615278
534278150,7.079184394609668,11.852962767755937,20,RL,68.47022684310019,9.571992907127694,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,311.0,LwQ,167.0,386.0,864.0,GasA,TA,Y,SBrkr,1187,0,0,1,2,1,TA,6,Typ,1,Attchd,RFn,2.0,TA,Y,128,0,0,0,0,0,None,0,8,2007,CWD,Normal,2.0,3.049615278
534278170,6.871091294610546,11.831379196088763,20,RL,76.0,9.017119634313227,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,5,7,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,56.0,TA,Gd,CBlock,TA,TA,No,ALQ,700.0,Unf,0.0,264.0,964.0,GasA,Ex,Y,SBrkr,964,0,0,1,3,1,TA,5,Typ,1,Detchd,Fin,2.0,TA,Y,170,0,0,0,0,0,GdPrv,0,2,2007,WD ,Normal,1.0,3.0607616839999996
534278190,6.795705775173514,11.675044314446664,20,RL,70.0,9.068776807654396,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1960,1960,Hip,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,894.0,894.0,GasA,TA,Y,SBrkr,894,0,0,1,3,1,TA,5,Typ,0,Detchd,Unf,1.0,TA,Y,0,0,0,0,0,0,None,0,1,2007,WD ,Normal,1.0,3.07159927
534400030,7.028201432058005,11.951180395901384,20,RL,80.0,9.071078304642676,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776.0,Unf,0.0,344.0,1120.0,GasA,Gd,Y,SBrkr,1128,0,0,2,3,1,TA,6,Typ,0,Attchd,RFn,2.0,TA,Y,192,20,123,0,0,0,MnPrv,0,12,2008,WD ,Normal,3.0,2.32163272
534400050,7.323830566202317,12.025749091398891,20,RL,100.0,9.21074029199751,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,196.0,BLQ,345.0,975.0,1516.0,GasA,TA,Y,SBrkr,1516,0,0,1,3,1,TA,6,Typ,0,Attchd,RFn,2.0,TA,Y,0,0,0,0,152,0,None,0,2,2009,WD ,Normal,1.5,2.268548323
534400060,7.261927092702751,12.103486056755072,20,RL,100.0,9.227689010310796,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490.0,Unf,0.0,935.0,1425.0,GasA,Gd,Y,SBrkr,1425,0,0,2,3,1,TA,7,Typ,1,Attchd,RFn,2.0,TA,Y,0,0,0,407,0,0,None,0,7,2008,WD ,Normal,2.0,2.239896355
534400290,7.180069874302796,11.938193200374572,20,RL,85.0,9.143131622282732,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1961,1995,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,217.0,TA,TA,CBlock,TA,TA,No,ALQ,310.0,BLQ,512.0,491.0,1313.0,GasA,TA,Y,SBrkr,1313,0,0,1,3,1,Gd,6,Typ,1,Attchd,RFn,2.0,TA,Y,172,28,0,0,121,0,MnPrv,0,2,2009,WD ,Normal,2.5,2.156576241
534401110,7.097548850614793,11.976659481202368,20,RL,90.0,9.20029003612268,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,1059.0,Unf,0.0,150.0,1209.0,GasA,Gd,Y,SBrkr,1209,0,0,1,3,1,TA,6,Typ,0,Attchd,RFn,2.0,TA,Y,0,0,120,0,0,0,None,0,4,2010,ConLD,Normal,2.0,2.302504257
534401120,7.090076835776092,12.004568269319446,20,RL,80.0,9.082507000466299,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,BLQ,654.0,Unf,0.0,520.0,1174.0,GasA,Ex,Y,SBrkr,1200,0,0,2,3,1,TA,6,Typ,1,Attchd,RFn,2.0,TA,Y,0,0,0,0,0,0,MnPrv,0,10,2007,CWD,Normal,7.0,2.145473189
534401130,7.060476365999801,12.071969661006694,80,RL,82.0,9.10719961305667,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,312.0,ALQ,539.0,276.0,1127.0,GasA,TA,Y,SBrkr,1165,0,0,1,3,1,TA,6,Typ,0,Attchd,RFn,2.0,Gd,Y,0,129,0,0,0,0,GdPrv,0,5,2008,WD ,Normal,2.5,2.145473189
534401140,7.31986492980897,12.09458226949681,20,RL,88.0,9.177817180270623,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,Wd Sdng,Plywood,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,BLQ,1010.0,Unf,0.0,500.0,1510.0,GasA,Ex,Y,SBrkr,1510,0,0,2,3,1,Gd,6,Typ,0,Attchd,RFn,2.0,TA,Y,0,40,0,0,204,0,GdPrv,0,4,2010,WD ,Normal,3.0,2.145473189
534401190,7.035268599281097,11.84939770159144,20,RL,80.0,9.126958763037132,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,892.0,Unf,0.0,244.0,1136.0,GasA,TA,Y,SBrkr,1136,0,0,1,3,1,TA,5,Typ,1,Attchd,RFn,1.0,TA,Y,426,0,0,0,0,0,None,0,7,2008,WD ,Normal,2.0,2.1719268130000002
534401200,6.948897222313312,11.9891596439666,80,RL,80.0,9.126958763037132,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,SLvl,6,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,TA,TA,CBlock,TA,TA,Gd,GLQ,494.0,Unf,0.0,548.0,1042.0,GasA,TA,Y,SBrkr,1042,0,0,2,3,1,TA,5,Typ,0,Attchd,RFn,2.0,TA,Y,192,0,0,0,0,0,GdPrv,0,5,2007,WD ,Normal,2.0,2.173687426
534402140,7.050989447068045,11.944707881395766,20,RL,68.47022684310019,9.305650551780507,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,TA,TA,CBlock,TA,TA,Mn,BLQ,740.0,Rec,230.0,184.0,1154.0,GasA,Ex,Y,SBrkr,1154,0,0,1,3,1,TA,6,Typ,1,Attchd,RFn,2.0,TA,Y,0,58,0,0,0,0,MnPrv,0,11,2009,WD ,Normal,1.5,2.308754899
534402170,7.668561108015897,12.086725887897607,60,RL,68.47022684310019,9.101640955052842,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,2Story,5,6,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,388.0,Unf,0.0,356.0,744.0,GasA,TA,Y,SBrkr,825,1315,0,2,4,1,TA,7,Typ,1,Attchd,Fin,2.0,TA,Y,0,40,264,0,0,0,MnPrv,0,6,2009,WD ,Normal,2.5,2.279109401
534403040,7.171656822768514,11.970350312009105,80,RL,85.0,9.143131622282732,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,270.0,ALQ,580.0,452.0,1302.0,GasA,Ex,Y,SBrkr,1302,0,0,2,3,1,Gd,7,Min1,0,Attchd,RFn,1.0,TA,Y,333,0,0,0,0,0,MnPrv,0,10,2007,CWD,Normal,7.0,2.461121997
534403050,6.9957661563048505,11.884489021402711,20,RL,75.0,9.017968479328726,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787.0,Unf,0.0,305.0,1092.0,GasA,Ex,Y,SBrkr,1092,0,0,1,3,1,TA,6,Typ,0,Attchd,RFn,2.0,TA,Y,0,0,0,0,0,0,MnPrv,0,7,2008,WD ,Normal,2.0,2.466644903
534403080,7.142827401161621,12.100156419938624,80,RL,85.0,9.143131622282732,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,633.0,Unf,0.0,586.0,1219.0,GasA,Gd,Y,SBrkr,1265,0,0,2,3,1,Gd,6,Typ,1,Attchd,RFn,2.0,TA,Y,0,92,0,96,0,0,MnPrv,0,10,2008,WD ,Normal,7.0,2.54702255
534403100,7.2078598714324755,12.034691028774553,80,RL,82.0,9.10719961305667,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259.0,TA,TA,CBlock,TA,TA,Gd,GLQ,624.0,Rec,336.0,288.0,1248.0,GasA,TA,Y,SBrkr,1350,0,0,1,3,1,TA,6,Typ,0,Attchd,RFn,2.0,TA,Y,176,0,0,0,0,0,GdPrv,0,6,2008,WD ,Normal,2.5,2.560314118
534403280,7.1316985104669115,11.982929094215963,20,RL,80.0,9.082507000466299,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,BLQ,553.0,Unf,0.0,698.0,1251.0,GasA,TA,Y,SBrkr,1251,0,0,1,3,1,TA,6,Typ,2,Attchd,RFn,1.0,TA,Y,0,116,0,0,0,0,MnPrv,700,3,2006,WD ,Normal,2.0,2.27116458
534403290,7.675081857716334,12.321630986164447,60,RL,80.0,9.082507000466299,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,2Story,6,7,1964,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,TA,Gd,CBlock,TA,TA,No,ALQ,414.0,Unf,0.0,431.0,845.0,GasA,Ex,Y,SBrkr,845,1309,0,2,5,1,TA,8,Typ,1,Attchd,RFn,2.0,TA,Y,0,0,0,0,161,0,MnPrv,0,7,2007,WD ,Normal,2.5,2.316061499
534403370,7.275864600546533,11.970350312009105,80,RL,68.47022684310019,9.400547423044127,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,564.0,Unf,0.0,563.0,1127.0,GasA,TA,Y,SBrkr,1445,0,0,1,3,1,TA,7,Typ,1,Attchd,RFn,2.0,TA,Y,180,0,0,0,0,0,MnPrv,0,8,2009,WD ,Normal,1.5,2.435334556
534403400,7.305188215393037,12.025749091398891,20,RL,68.47022684310019,9.246479418592056,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,CBlock,TA,TA,No,ALQ,260.0,LwQ,748.0,0.0,1008.0,GasA,Ex,Y,SBrkr,1488,0,0,1,3,1,TA,7,Typ,1,Attchd,Fin,2.0,TA,Y,154,60,0,0,0,0,None,0,4,2006,WD ,Normal,2.5,2.443426449
534403410,7.049254841255837,12.103486056755072,80,RL,68.47022684310019,9.554780778246572,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014.0,Unf,0.0,138.0,1152.0,GasA,TA,Y,SBrkr,1152,0,0,1,3,1,TA,6,Typ,1,Attchd,RFn,2.0,TA,Y,227,0,0,0,0,0,None,0,4,2010,WD ,Normal,2.0,2.4220194459999997
534403420,7.2254814727822945,11.898187865760873,20,RL,68.47022684310019,9.339788439163069,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,Wd Sdng,Plywood,BrkFace,212.0,TA,TA,CBlock,TA,TA,No,ALQ,54.0,Rec,543.0,533.0,1130.0,GasA,TA,Y,SBrkr,1374,0,0,1,3,1,TA,7,Typ,1,Attchd,RFn,1.0,TA,Y,0,28,84,0,0,0,MnPrv,0,8,2007,WD ,Normal,6.0,2.418169955
534403440,7.272398392570047,11.967180737247824,60,RL,85.0,9.143131622282732,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,2Story,5,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,360.0,Unf,0.0,360.0,720.0,GasA,Gd,Y,SBrkr,720,720,0,1,4,1,TA,7,Typ,1,Attchd,Fin,2.0,TA,Y,0,32,240,0,0,0,None,0,7,2006,WD ,Normal,1.5,2.409722698
534425015,7.409741954080923,12.206072645530174,20,RL,68.47022684310019,9.99888863729938,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,7,1959,1991,Gable,CompShg,MetalSd,MetalSd,BrkFace,136.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,1386.0,Unf,0.0,206.0,1592.0,GasA,Gd,Y,SBrkr,1652,0,0,1,3,1,Gd,6,Typ,1,Attchd,RFn,2.0,TA,Y,0,0,0,0,201,0,None,0,7,2007,WD ,Normal,2.5,2.577660597
534425080,7.264730177929867,12.111212364506214,20,RL,68.47022684310019,9.587748882301822,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Rec,219.0,331.0,1144.0,GasA,Ex,Y,SBrkr,1429,0,0,1,3,1,Gd,7,Typ,2,Attchd,Unf,2.0,TA,Y,216,110,0,0,0,0,None,0,6,2007,WD ,Normal,6.0,2.570131541
534426040,6.959398512133975,11.887931365593685,20,RL,72.0,9.211040127090456,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,Gd,TA,CBlock,TA,TA,No,ALQ,806.0,Unf,0.0,247.0,1053.0,GasA,Ex,Y,SBrkr,1053,0,0,1,3,1,Gd,5,Typ,0,Attchd,RFn,1.0,TA,Y,0,0,0,0,0,0,MnPrv,0,8,2008,WD ,Normal,2.5,2.666807606
534426110,6.947937068614969,11.732060994886899,20,RL,80.0,9.169518377455928,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,ALQ,991.0,Unf,0.0,50.0,1041.0,GasA,Ex,Y,SBrkr,1041,0,0,1,3,1,TA,6,Typ,0,Attchd,RFn,1.0,TA,Y,224,88,0,0,0,0,MnPrv,0,7,2009,WD ,Normal,2.0,2.599056561
534427010,7.454719949364001,11.349229372299439,90,RL,98.0,9.492507263739853,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Duplex,1Story,5,6,1962,2001,Hip,CompShg,HdBoard,HdBoard,BrkFace,144.0,TA,TA,CBlock,TA,TA,No,BLQ,1500.0,Unf,0.0,228.0,1728.0,GasA,TA,Y,SBrkr,1728,0,0,2,6,2,TA,10,Typ,0,None,None,0.0,None,Y,0,0,0,0,0,0,None,0,1,2010,Oth,Abnorml,4.0,2.756119134
534427040,7.132497551660044,11.863582336583399,20,RL,80.0,9.27995971385624,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,HdBoard,HdBoard,Stone,243.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1252.0,1252.0,GasA,Ex,Y,SBrkr,1252,0,0,1,3,1,Gd,7,Typ,0,Detchd,Unf,2.0,TA,Y,0,39,0,0,0,0,None,0,10,2008,WD ,Normal,1.0,2.838833155
534427090,6.9985096422506015,11.84939770159144,190,RL,75.0,9.247828816387175,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,2fmCon,SLvl,6,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,BrkFace,105.0,TA,Fa,CBlock,TA,TA,Gd,ALQ,513.0,Unf,0.0,75.0,588.0,GasA,TA,Y,SBrkr,1095,0,0,1,2,1,TA,6,Typ,0,Attchd,RFn,1.0,TA,Y,0,0,0,0,0,0,None,0,3,2006,ConLD,Normal,2.0,2.78279408
534427140,7.190676034332207,11.923378114589433,20,RL,75.0,8.90761234131913,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,405.0,Unf,0.0,658.0,1063.0,GasA,Gd,Y,SBrkr,1327,0,0,1,3,1,Gd,7,Typ,0,Detchd,Unf,2.0,TA,Y,0,0,0,0,0,0,None,0,7,2007,WD ,Normal,2.0,2.687427182
534428020,7.003065458786462,11.856515169360305,20,RL,68.47022684310019,9.432923766431829,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,419.0,Rec,306.0,375.0,1100.0,GasA,TA,Y,SBrkr,1100,0,0,1,3,1,TA,6,Typ,1,Attchd,RFn,1.0,TA,Y,355,0,0,0,0,0,GdWo,0,4,2008,WD ,Normal,2.0,2.777111979
534428100,7.0192966537150445,11.938193200374572,20,RL,68.47022684310019,9.335385860950407,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,7,1960,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,528.0,Unf,0.0,590.0,1118.0,GasA,Ex,Y,SBrkr,1118,0,0,1,3,1,Gd,6,Typ,0,Attchd,RFn,1.0,TA,Y,290,0,0,0,0,0,MnPrv,0,8,2008,WD ,Normal,2.0,2.695422198
534429030,7.1098794630722715,11.53076538309856,90,RL,70.0,9.194414221425923,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1224,0,0,2,2,2,TA,6,Typ,0,CarPort,Unf,2.0,TA,Y,0,0,0,0,0,0,None,0,3,2007,WD ,Normal,2.0,2.824594124
534429130,7.129297548929373,11.928340903931561,20,RL,80.0,9.287301413112312,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88.0,TA,TA,CBlock,TA,TA,No,ALQ,632.0,Unf,0.0,616.0,1248.0,GasA,Ex,Y,SBrkr,1248,0,0,1,3,1,TA,6,Typ,0,Attchd,Unf,1.0,TA,Y,0,0,0,0,0,0,MnPrv,0,5,2006,WD ,Normal,2.0,2.6884689610000003
534429150,7.362645270417825,12.069680020624618,80,RL,85.0,9.347926034928745,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,SLvl,6,6,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkFace,90.0,TA,TA,CBlock,TA,TA,Gd,ALQ,568.0,Unf,0.0,640.0,1208.0,GasA,Ex,Y,SBrkr,1576,0,0,1,4,1,Gd,7,Typ,1,BuiltIn,Fin,2.0,TA,Y,85,0,0,0,0,0,None,0,9,2009,WD ,Normal,2.0,2.612334005
534430050,6.704414354964107,11.773750083252127,30,RL,60.0,9.053686561930807,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,8,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,574.0,Unf,0.0,242.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,1,2,1,TA,4,Typ,1,Attchd,Unf,1.0,TA,Y,228,0,40,0,0,0,MnPrv,0,7,2006,WD ,Normal,2.0,2.505191708
534430080,6.982862751468942,11.864462231052837,20,RL,68.0,9.181632207839439,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1950,1996,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,GLQ,49.0,Rec,1029.0,0.0,1078.0,GasA,Gd,Y,FuseA,1078,0,0,1,2,1,Gd,5,Typ,0,Attchd,Unf,1.0,TA,Y,366,0,112,0,0,0,None,0,4,2010,WD ,Normal,2.0,2.563695692
534430090,6.837332814685591,11.728036844587175,20,RL,57.0,9.021598247379305,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,932.0,932.0,GasA,Ex,Y,FuseA,932,0,0,1,2,1,Gd,4,Typ,1,Attchd,Unf,1.0,TA,Y,0,0,214,0,0,0,GdPrv,0,11,2007,WD ,Normal,1.0,2.5687015580000003
534430110,6.915723448631314,11.827736204810263,20,RL,68.47022684310019,9.343559215762406,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,486.0,Unf,0.0,522.0,1008.0,GasA,Gd,Y,SBrkr,1008,0,0,1,2,1,TA,4,Typ,1,Attchd,RFn,1.0,TA,Y,0,0,120,0,0,0,None,0,7,2006,WD ,Normal,1.0,2.5426384890000002
534431020,6.811244378601294,11.83862560460953,45,RL,85.0,9.406893511016861,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1.5Unf,5,7,1940,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,130.0,Rec,259.0,433.0,822.0,GasA,TA,Y,SBrkr,908,0,0,1,2,1,TA,4,Typ,0,Attchd,Unf,2.0,TA,Y,284,24,0,0,192,0,MnPrv,0,10,2007,WD ,Normal,1.0,2.645861921
534431030,6.949856455000773,11.827736204810263,20,RL,68.0,9.182352335436015,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1947,1950,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,938.0,938.0,GasA,Ex,Y,SBrkr,1043,0,0,1,2,1,TA,5,Typ,1,Detchd,Unf,1.0,TA,Y,125,48,0,0,0,0,GdWo,0,5,2006,WD ,Normal,1.0,2.6537305730000003
534431050,7.8083230503910555,12.194000064295905,50,RL,68.0,9.182352335436015,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,5,7,1952,2002,Gable,CompShg,MetalSd,MetalSd,BrkFace,265.0,Gd,TA,CBlock,TA,TA,No,LwQ,670.0,Unf,0.0,470.0,1140.0,GasA,Gd,Y,SBrkr,1929,532,0,2,3,1,TA,7,Min2,2,Detchd,Unf,2.0,TA,Y,0,0,0,0,0,0,GdWo,0,3,2010,WD ,Normal,2.0,2.7103871269999997
