PID,SalePrice_Log,MSSubClass,LotArea_Log,Street_Paved,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle_Gable,RoofMatl_CompShg,GrLivArea_Log,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,MoSold,YrSold,SaleCondition,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,TotalBath,ISU_dist
902401030,11.9316358,40,8.594154233,1,4,4,4,Corner,3,OldTown,Norm,1Fam,1Story,6,7,1926,2004,1,1,7.387709239,MetalSd,None,0,3,4,BrkTil,3,3,2,2,370,1,0,779,1149,GasA,4,1,10,2007,Normal,2,3,1,4,5,Typ,0,Detchd,Unf,1,3,3,0,0,183,0,0,0,0,2,3.297067968
902401090,11.44571672,90,8.695506727,1,4,4,4,Inside,3,OldTown,Norm,Duplex,2Story,5,7,1920,1950,0,1,7.129297549,Wd Sdng,None,0,3,3,PConc,3,3,1,1,0,1,0,624,624,GasA,4,0,12,2006,Normal,2,2,2,3,8,Typ,0,None,None,0,0,1,0,130,256,0,0,0,0,2,3.194894349
902401120,12.69158046,75,9.510444964,1,4,4,4,Inside,3,OldTown,Artery,1Fam,2.5Unf,10,9,1893,2000,1,1,7.928406026,Wd Sdng,None,0,5,5,BrkTil,3,3,1,1,0,1,0,1237,1237,GasA,4,1,7,2008,Normal,3,3,1,4,9,Typ,1,Detchd,Unf,2,4,3,105,502,0,0,0,0,0,3.5,2.966926436
902401130,11.87059991,70,9.104979856,1,4,4,4,Inside,3,OldTown,Artery,1Fam,2Story,7,9,1920,1988,0,1,7.301147806,VinylSd,None,0,3,4,PConc,3,3,1,5,624,1,0,26,650,GasA,5,1,7,2009,Normal,1,3,1,3,7,Typ,0,Detchd,Unf,2,3,3,0,0,0,0,0,0,0,6,2.966926436
902402010,11.91638857,20,8.910180778,1,4,4,4,Inside,3,OldTown,Artery,1Fam,1Story,6,7,1957,1996,1,1,7.119635638,MetalSd,None,0,3,3,CBlock,3,3,1,6,600,1,0,312,912,GasA,3,1,4,2010,Normal,1,2,1,3,6,Typ,0,Attchd,Unf,2,3,3,0,158,158,0,0,0,3,2,3.348683485
902402130,11.74006104,70,8.954156967,1,4,4,4,Inside,3,OldTown,Norm,1Fam,2Story,4,7,1910,1950,1,1,7.217443432,VinylSd,None,0,3,3,CBlock,2,3,1,1,0,1,0,622,622,GasA,4,1,6,2010,Normal,1,3,1,3,6,Typ,0,Detchd,Unf,2,3,3,0,0,0,0,168,0,0,1,3.433281921
902402150,11.35040654,30,8.881836305,1,4,4,4,Inside,3,OldTown,Norm,1Fam,1Story,5,4,1910,2006,0,1,6.929516771,MetalSd,None,0,3,3,BrkTil,3,3,1,5,247,3,465,310,1022,GasW,3,0,6,2009,Normal,1,2,1,3,4,Maj2,0,Detchd,Unf,1,3,3,0,30,226,0,0,0,0,2,3.336870294
902402250,11.71586631,190,9.336091577,1,4,4,4,Inside,3,OldTown,Norm,2fmCon,2Story,4,6,1885,1950,1,1,7.736307097,VinylSd,None,0,3,3,PConc,3,3,1,1,0,1,0,777,777,GasA,4,1,4,2010,Normal,2,4,2,3,11,Typ,0,Detchd,Unf,2,3,1,0,0,114,0,0,0,0,2,3.323289882
902402260,10.91508846,70,9.336091577,1,4,4,4,Inside,3,OldTown,Norm,1Fam,2Story,2,1,1920,1950,1,1,6.9902565,AsbShng,None,0,2,2,BrkTil,2,2,1,1,0,1,0,723,723,GasA,3,0,11,2008,Normal,1,2,1,3,5,Maj1,0,Detchd,Unf,2,2,1,0,24,144,0,0,0,0,1,3.323731696
902403070,11.85474055,70,9.264828557,1,4,4,4,Inside,3,OldTown,Norm,1Fam,2Story,6,7,1922,1994,1,1,7.29301768,Wd Sdng,None,0,3,3,CBlock,2,3,1,3,283,1,0,455,738,GasA,5,1,6,2010,Normal,1,2,1,3,6,Min1,0,Detchd,Unf,2,3,3,0,0,0,0,0,0,0,1.5,3.451573586
902404010,11.94145585,30,8.999619341,1,4,4,4,Inside,3,OldTown,Norm,1Fam,1Story,5,6,1948,1973,1,1,7.351799869,VinylSd,None,0,3,3,BrkTil,3,3,1,3,338,1,0,1221,1559,GasA,4,1,6,2007,Normal,1,2,1,3,5,Min2,0,Detchd,Unf,2,3,3,0,116,230,0,0,0,2,2,3.200640285
902405070,12.12269104,70,9.287301413,1,4,4,4,Inside,3,OldTown,Norm,1Fam,2Story,7,7,1890,1999,1,1,7.822044008,Wd Sdng,None,0,3,3,BrkTil,3,3,2,1,0,1,0,1313,1313,GasW,4,1,12,2008,Normal,2,5,1,3,10,Typ,1,Detchd,Unf,2,3,3,0,299,0,0,0,0,0,2,3.340834956
902405100,11.7352687,50,9.084777149,1,4,4,4,Corner,3,OldTown,Norm,1Fam,1.5Fin,5,6,1890,1996,0,1,7.533158807,VinylSd,None,0,3,3,BrkTil,3,3,1,2,1088,1,0,0,1088,GasA,3,1,9,2009,Normal,1,2,1,3,7,Typ,0,Detchd,Unf,2,3,3,48,0,244,0,0,0,1,1,3.311747823
902405120,11.68687877,50,8.594154233,1,4,4,4,Inside,3,OldTown,Norm,1Fam,1.5Fin,6,6,1920,1950,1,1,7.299797367,MetalSd,None,0,2,3,BrkTil,3,3,1,1,0,1,0,972,972,GasA,5,1,9,2009,Family,1,3,1,3,6,Typ,0,Detchd,Unf,1,2,3,0,0,176,0,0,0,0,1,3.311890582
902406020,11.60823564,20,9.185022564,1,4,4,4,Inside,3,OldTown,Norm,1Fam,1Story,5,6,1959,1959,1,1,6.891625897,MetalSd,BrkFace,164,3,3,CBlock,3,3,1,3,200,1,0,784,984,GasA,4,1,6,2008,Normal,1,2,1,2,5,Typ,0,Detchd,Unf,1,3,1,0,0,0,0,0,0,0,2,3.537520266
902406030,11.73606902,20,9.185022564,1,4,4,4,Inside,3,OldTown,Norm,1Fam,1Story,5,5,1958,1958,0,1,6.866933284,HdBoard,None,0,3,3,CBlock,3,3,1,1,0,1,0,960,960,GasA,5,1,7,2006,Normal,1,3,1,3,5,Typ,0,Detchd,Unf,2,3,3,0,0,0,0,0,0,0,1,3.533768103
902406070,11.89478071,70,9.181940897,1,4,4,4,Inside,3,OldTown,Norm,1Fam,2Story,6,7,1910,2002,1,1,7.327123292,MetalSd,None,0,3,3,PConc,3,3,1,1,0,1,0,741,741,GasA,5,1,9,2009,Normal,1,4,1,4,8,Typ,0,Detchd,Unf,3,3,3,0,0,238,0,0,0,3,1,3.448152403
902406090,11.78676213,50,9.405084449,1,4,4,4,Inside,3,OldTown,Norm,1Fam,1.5Fin,5,5,1954,1954,1,1,7.492760301,MetalSd,BrkFace,335,3,3,BrkTil,3,3,1,1,0,1,0,1050,1050,GasA,5,0,11,2008,Normal,2,4,1,3,7,Typ,0,Attchd,Unf,1,2,3,0,0,0,0,0,0,0,2,3.474293473
902408080,11.9797992,70,9.287301413,1,4,3,4,Inside,3,OldTown,Norm,1Fam,2Story,7,8,1890,1998,1,1,7.845416037,Wd Sdng,None,0,3,4,BrkTil,3,3,1,1,0,1,0,718,718,GasA,5,1,7,2007,Normal,1,3,1,3,8,Typ,0,Detchd,Unf,2,3,2,0,48,143,0,0,0,0,1.5,3.312348867
902427040,11.3736634,50,9.152605321,1,4,4,4,Inside,3,OldTown,Norm,1Fam,1.5Fin,5,5,1930,1950,1,1,7.129297549,Wd Sdng,None,0,3,3,CBlock,3,3,1,2,324,1,0,588,912,GasA,4,1,3,2007,Normal,1,2,1,3,6,Typ,0,Detchd,Unf,1,2,3,0,0,192,0,0,0,0,1,3.628661263
902427045,11.48246626,20,9.44951474,1,4,4,4,Inside,3,OldTown,Norm,1Fam,1Story,5,5,1956,1956,1,1,6.782192056,BrkFace,None,0,3,3,PConc,0,0,0,0,0,0,0,0,0,GasA,4,1,12,2008,Normal,1,2,1,3,4,Typ,0,Detchd,Unf,1,3,3,0,45,0,0,0,0,0,1,3.632407341
902427140,11.55694235,20,9.062536177,1,4,4,4,Inside,3,OldTown,Norm,1Fam,1Story,4,6,1956,1956,1,1,6.875232087,MetalSd,None,1,3,3,CBlock,0,0,0,0,0,0,0,0,0,GasA,4,1,5,2007,Normal,1,2,1,3,5,Typ,0,Attchd,Unf,1,2,3,0,0,0,0,0,0,0,1,3.63880826
902427150,11.65702581,20,9.049702026,1,4,4,4,Inside,3,OldTown,Norm,1Fam,1Story,4,6,1958,2006,1,1,6.996681488,MetalSd,None,0,3,3,CBlock,3,3,1,1,0,1,0,869,869,GasA,3,1,5,2008,Normal,1,2,1,3,5,Typ,0,Detchd,Unf,1,3,3,0,0,0,0,0,0,0,1,3.635058389
902427180,11.60823564,80,9.37585481,1,4,4,4,Inside,3,OldTown,Norm,1Fam,SLvl,4,7,1949,2002,1,1,7.231287004,Stucco,None,0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,5,1,5,2007,Normal,2,1,1,3,6,Mod,1,Attchd,RFn,1,3,3,0,40,0,0,0,0,0,2,3.623808845
902456015,11.0744205,50,8.468213009,1,4,4,4,Corner,3,IDOTRR,Norm,1Fam,1.5Unf,3,3,1918,1950,1,1,6.927557906,Wd Sdng,None,0,2,2,BrkTil,3,2,1,1,0,1,0,1020,1020,GasA,2,0,10,2006,Normal,1,2,1,2,5,Typ,0,None,None,0,0,1,0,0,105,0,0,0,0,1,3.473987169
902477120,10.46024211,30,8.971956271,1,4,4,4,Inside,3,IDOTRR,Norm,1Fam,1Story,4,5,1920,1950,1,1,6.579251212,Wd Sdng,None,0,3,3,CBlock,3,3,1,3,495,1,0,225,720,GasA,3,0,11,2009,Abnorml,1,2,1,3,4,Typ,0,None,None,0,0,1,0,523,115,0,0,0,2,1,2.966926436
903200080,12.31716669,70,9.970398258,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,2Story,5,6,1923,2004,1,1,7.36264527,Wd Sdng,None,0,3,3,CBlock,3,3,4,6,1309,1,0,15,1324,GasA,5,1,5,2009,Normal,1,3,1,4,6,Typ,1,Attchd,RFn,2,3,3,0,312,0,0,0,0,0,3.5,1.808825894
903201020,11.91170158,30,8.797095077,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1Story,6,6,1923,1950,1,1,7.266827348,MetalSd,None,0,3,3,BrkTil,3,3,1,1,0,1,0,1022,1022,GasA,3,0,9,2009,Normal,1,3,1,4,6,Typ,1,BuiltIn,Unf,1,2,3,266,61,0,0,0,0,2,1,1.810263091
903201030,11.83500896,30,8.86939816,1,3,3,4,Inside,3,BrkSide,Norm,1Fam,1Story,5,7,1928,1983,1,1,7.041411664,WdShing,None,0,4,4,BrkTil,3,3,1,2,406,4,273,329,1008,GasA,3,1,7,2008,Normal,1,2,1,3,5,Typ,1,Detchd,Unf,1,3,3,265,0,0,0,0,0,4,1,1.814054483
903201080,12.23076526,50,8.89068592,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1.5Fin,7,7,1925,2007,1,1,7.344719054,Wd Sdng,None,0,4,4,BrkTil,3,3,1,1,0,1,0,952,952,GasW,4,0,10,2009,Normal,2,3,1,5,5,Typ,0,Detchd,Unf,2,3,3,74,0,0,0,144,0,0,2.5,1.821504863
903201090,11.82407989,40,8.832587702,1,4,3,4,Inside,2,BrkSide,Norm,1Fam,1Story,5,7,1925,1994,1,1,6.966024187,MetalSd,None,0,3,4,PConc,3,3,1,2,317,3,227,212,756,GasA,3,0,8,2007,Normal,1,1,1,3,6,Mod,1,Detchd,Unf,1,2,3,0,65,0,0,150,0,0,2,1.819816885
903202120,11.85082525,50,8.76950712,1,4,4,4,Inside,3,BrkSide,RRAn,1Fam,1.5Fin,6,5,1939,1950,1,1,7.363279587,MetalSd,None,0,3,3,BrkTil,3,3,1,1,0,1,0,972,972,GasA,4,1,10,2006,Normal,1,3,1,2,6,Typ,1,Detchd,Unf,1,3,3,0,0,0,0,0,0,0,1,1.971438521
903202170,11.8277362,70,8.50916102,1,4,4,4,Inside,3,BrkSide,RRAn,1Fam,1.5Fin,5,7,1930,1982,1,1,7.410951876,WdShing,None,0,3,3,CBlock,3,3,1,1,0,1,0,297,297,GasA,5,1,5,2009,Normal,2,3,1,3,7,Typ,1,Detchd,Unf,1,3,1,244,60,0,0,0,0,0,2,1.97583785
903204030,11.76173676,50,9.068085324,1,4,2,4,Inside,3,BrkSide,RRNn,1Fam,1.5Fin,5,6,1950,1950,1,1,7.268920128,MetalSd,None,0,3,3,CBlock,2,3,1,3,910,1,0,0,910,GasA,3,1,3,2007,Normal,1,3,1,3,6,Typ,0,Detchd,Unf,1,3,3,0,33,0,0,0,0,0,2,2.087923061
903204040,11.76368418,50,8.670772279,1,4,4,4,Corner,3,BrkSide,Feedr,1Fam,1.5Fin,5,6,1950,1997,1,1,7.385230923,MetalSd,None,0,3,4,CBlock,3,3,1,3,788,1,0,200,988,GasA,5,1,3,2010,Normal,1,3,1,3,7,Typ,0,Detchd,Unf,1,3,3,0,0,0,0,0,0,3,1.5,2.067646138
903204095,11.2835123,40,9.116029693,1,4,4,4,Inside,3,BrkSide,RRAn,1Fam,1Story,5,6,1930,1960,1,1,6.840546529,VinylSd,None,0,3,3,BrkTil,3,3,1,1,0,1,0,742,742,GasA,3,1,8,2008,Normal,1,2,1,3,4,Typ,0,Detchd,Unf,1,3,2,0,0,0,0,0,0,0,1,2.058990212
903205040,11.70354582,30,9.088624613,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1.5Unf,6,6,1916,1950,1,1,6.858565035,Wd Sdng,None,0,3,3,BrkTil,3,3,1,1,0,1,0,952,952,Grav,2,0,5,2009,Normal,1,2,1,2,4,Typ,1,Detchd,Unf,1,2,2,0,98,0,0,40,0,0,1,1.956690271
903205085,11.87756858,30,9.07463519,1,3,4,4,Inside,3,BrkSide,Norm,1Fam,1Story,5,5,1920,1950,1,1,7.062191632,Stucco,None,0,3,2,BrkTil,3,3,1,4,645,1,0,270,915,GasA,3,1,5,2007,Normal,1,3,1,3,6,Maj1,1,Detchd,Unf,2,3,3,0,0,216,0,126,0,0,1,1.891661145
903206070,11.9381932,50,8.85509298,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1.5Fin,5,5,1935,1950,1,1,7.460490306,Wd Sdng,None,0,3,3,BrkTil,3,3,1,3,175,1,0,849,1024,GasA,3,1,7,2008,Normal,2,3,1,3,6,Typ,1,Detchd,Unf,1,3,2,0,30,0,0,0,0,0,2,1.937036442
903206120,12.25247902,75,8.960981174,1,3,3,4,Corner,3,BrkSide,Norm,1Fam,2.5Unf,7,7,1922,2005,1,1,7.634337236,Wd Sdng,None,0,3,3,BrkTil,4,3,1,4,474,1,0,634,1108,GasA,3,0,5,2010,Normal,1,3,1,4,8,Typ,1,Detchd,Unf,1,3,3,0,0,60,0,0,0,0,1.5,1.933212288
903206160,12.21849517,70,9.370501524,1,3,3,4,Inside,3,BrkSide,Norm,1Fam,2Story,6,7,1924,1996,0,1,7.510430556,BrkComm,None,0,3,3,BrkTil,3,3,1,1,0,1,0,848,848,GasW,3,0,5,2006,Normal,1,2,1,3,9,Typ,1,Detchd,Unf,1,2,3,27,36,42,0,0,0,4,1,1.834828981
903206170,12.25486281,50,9.07532216,1,3,3,4,Inside,3,BrkSide,Norm,1Fam,1.5Fin,6,7,1923,1950,1,1,7.399398083,BrkFace,None,0,3,3,BrkTil,4,3,1,3,300,1,0,765,1065,GasA,5,1,5,2007,Normal,1,3,1,3,6,Typ,1,Detchd,Unf,2,3,3,0,38,0,144,0,0,0,1.5,1.828998126
903225040,11.81303006,50,8.720134035,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1.5Fin,5,7,1939,1998,1,1,7.149916836,MetalSd,None,0,3,4,CBlock,3,3,1,3,306,1,0,422,728,GasA,5,1,3,2007,Normal,2,3,1,3,6,Typ,0,Detchd,Unf,1,2,3,0,0,192,0,0,0,0,2,2.140095693
903225050,11.60367983,45,8.720950029,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1.5Unf,5,6,1924,1950,1,1,6.66440902,MetalSd,None,0,3,3,BrkTil,3,3,1,5,784,1,0,0,784,GasA,4,1,5,2008,Normal,1,2,1,4,5,Typ,0,None,None,0,0,3,0,0,116,0,0,0,0,2,2.139226687
903225090,11.97665948,50,8.517193191,1,4,4,4,Corner,3,BrkSide,Feedr,1Fam,1.5Fin,6,7,1947,1950,1,1,7.416979621,CemntBd,None,0,3,4,CBlock,3,3,1,5,399,1,0,605,1004,GasA,5,1,10,2006,Normal,2,3,1,3,7,Typ,2,Detchd,Unf,2,3,3,0,24,36,0,0,0,0,2,2.073522335
903225140,11.72803684,50,8.517193191,1,4,4,4,Inside,3,BrkSide,Feedr,1Fam,1.5Fin,5,7,1941,2006,1,1,7.098375639,Wd Sdng,None,0,3,4,CBlock,3,3,1,5,600,1,0,72,672,GasA,5,1,5,2008,Normal,1,3,1,4,6,Typ,0,Detchd,Unf,1,3,2,0,0,0,0,0,0,0,1,2.082037379
903225150,11.3736634,30,8.517193191,1,4,4,4,Inside,3,BrkSide,Feedr,1Fam,1Story,4,7,1925,1950,1,1,6.639875834,MetalSd,None,0,3,3,BrkTil,3,3,1,3,188,1,0,577,765,GasA,3,0,4,2010,Normal,1,2,1,4,4,Typ,0,Detchd,Unf,1,2,2,135,0,41,0,0,0,3,2,2.083768191
903225160,11.5796491,70,8.677609913,1,4,4,4,Corner,3,BrkSide,Feedr,1Fam,2Story,6,9,1900,2000,1,1,7.162397497,HdBoard,None,0,3,4,BrkTil,3,3,1,1,0,1,0,554,554,GasA,5,1,4,2008,Normal,1,3,1,3,6,Typ,0,Detchd,Unf,1,2,3,38,112,0,0,0,0,3,1.5,2.086381679
903226060,12.01309451,50,8.699514748,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1.5Fin,6,7,1940,1989,1,1,7.421775794,Wd Sdng,None,0,3,3,CBlock,3,3,1,5,521,1,0,460,981,GasA,5,1,7,2008,Normal,1,3,1,4,6,Typ,1,Detchd,Unf,1,3,3,0,11,0,0,0,0,4,1.5,2.21692157
903226130,11.75978554,50,8.699514748,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1.5Fin,4,6,1936,1950,1,1,7.188412736,MetalSd,None,0,3,3,BrkTil,3,3,1,4,672,1,0,0,672,GasA,3,1,7,2009,Normal,1,3,1,3,6,Typ,0,Detchd,Unf,1,3,3,0,0,0,0,0,0,0,1,2.154568775
903226150,11.68687877,30,8.699514748,1,4,2,4,Inside,3,BrkSide,Norm,1Fam,1Story,5,7,1924,2003,1,1,6.855408799,Wd Sdng,None,0,3,2,BrkTil,3,2,1,1,0,1,0,949,949,GasA,5,1,7,2008,Normal,1,2,1,3,5,Typ,1,Detchd,Unf,2,3,3,0,0,48,0,0,0,0,1,2.158013109
903226160,11.80559508,50,8.699514748,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1.5Fin,6,7,1939,1950,1,1,7.031741259,MetalSd,None,0,3,3,BrkTil,3,4,1,4,452,2,12,144,608,GasA,3,1,4,2010,Abnorml,1,2,1,3,5,Typ,0,Detchd,Unf,1,3,3,0,0,128,0,0,0,3,2,2.159748719
903226170,11.81228904,50,8.699514748,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1.5Fin,6,9,1937,2000,1,1,7.069874128,MetalSd,None,0,4,3,BrkTil,3,3,1,1,0,1,0,698,698,GasA,3,1,7,2009,Normal,1,2,1,3,4,Typ,0,Detchd,Unf,2,3,1,210,0,0,0,0,0,0,1,2.161493262
903227020,11.75978554,50,8.699514748,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1.5Fin,6,6,1940,1950,1,1,7.086737935,MetalSd,None,0,3,4,CBlock,3,3,1,2,264,1,0,308,572,GasA,5,1,3,2010,Normal,1,3,1,3,6,Typ,2,Detchd,Unf,2,3,3,0,0,0,0,0,0,0,6.5,2.306931731
903227070,11.66992921,50,8.699514748,1,4,4,4,Corner,3,BrkSide,Norm,1Fam,1.5Fin,5,8,1925,1997,1,1,7.206377291,Wd Sdng,None,0,3,3,BrkTil,3,3,1,1,0,1,0,884,884,GasA,5,1,5,2009,Normal,1,3,1,3,5,Typ,1,Detchd,Unf,1,3,1,0,0,208,0,0,0,0,2,2.297809655
903227080,11.69524702,50,8.699514748,1,4,4,4,Corner,3,BrkSide,Norm,1Fam,1.5Fin,6,7,1929,1950,1,1,7.054449658,WdShing,None,0,3,3,BrkTil,3,3,1,1,0,1,0,862,862,GasA,3,1,7,2008,Normal,1,3,1,3,5,Typ,1,BuiltIn,RFn,1,3,3,0,0,112,0,0,0,0,1,2.232452085
903227090,11.79433792,50,8.699514748,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1.5Fin,6,6,1939,1950,1,1,7.252762418,MetalSd,None,0,3,2,CBlock,3,3,1,1,0,1,0,780,780,GasA,5,1,5,2009,Normal,1,4,1,3,6,Typ,1,Detchd,Unf,1,3,3,45,0,0,0,0,0,0,1,2.233255619
903227140,11.75978554,70,8.699514748,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,2Story,6,6,1939,1950,1,1,7.116394144,MetalSd,None,0,3,3,CBlock,3,3,2,3,276,1,0,324,600,GasA,5,1,2,2007,Normal,1,3,1,3,6,Typ,2,Attchd,Unf,1,3,3,0,0,0,0,0,0,2,1.5,2.241415013
903227150,11.7905572,50,8.757783656,1,4,4,4,Corner,3,BrkSide,Feedr,1Fam,1.5Fin,5,6,1942,1950,1,1,7.281385664,MetalSd,Stone,300,3,3,CBlock,3,3,1,3,360,2,159,316,835,GasA,3,1,3,2010,Normal,1,3,1,4,7,Min2,2,Detchd,Unf,1,3,3,0,0,35,0,148,0,0,1.5,2.24307383
903228040,11.96400108,50,8.699514748,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1.5Fin,6,7,1937,2000,1,1,7.311218384,Wd Sdng,None,0,3,4,BrkTil,3,3,1,3,201,2,162,462,825,GasA,5,1,5,2008,Normal,2,3,1,3,5,Typ,0,Detchd,Unf,1,3,3,272,0,0,0,0,0,4,2,2.385647777
903228060,11.56171563,50,8.699514748,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1.5Fin,6,5,1939,1950,1,1,7.201916318,Wd Sdng,None,0,3,3,CBlock,3,3,1,2,264,1,0,475,739,GasA,5,1,4,2008,Normal,2,2,2,3,7,Typ,1,Detchd,Unf,1,3,3,0,0,0,0,0,0,0,2,2.3824148
903228070,11.44035477,50,8.699514748,1,4,4,4,Corner,3,BrkSide,Norm,1Fam,1.5Fin,5,5,1924,1950,1,1,7.04053639,Stucco,BrkFace,444,3,3,BrkTil,3,3,1,3,220,1,0,248,468,GasA,4,1,6,2009,Normal,1,3,1,3,6,Typ,0,Attchd,Fin,1,3,3,0,0,98,0,0,0,0,1,2.372915671
903228080,11.7829526,50,8.699514748,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1.5Fin,6,6,1941,1950,1,1,7.104965448,Wd Sdng,None,0,3,4,BrkTil,3,4,1,5,375,1,0,360,735,GasA,5,1,3,2007,Normal,1,3,1,3,6,Typ,1,Detchd,Unf,2,3,3,0,0,0,0,0,0,0,6,2.370634657
903228090,11.6351431,45,8.517193191,1,4,3,4,Inside,2,BrkSide,Norm,1Fam,1.5Unf,6,7,1926,1950,1,1,6.920671504,MetalSd,None,0,3,3,BrkTil,3,3,1,1,0,1,0,992,992,GasA,5,1,4,2008,Normal,1,3,1,3,6,Typ,0,Detchd,Unf,1,2,3,0,0,101,0,0,0,0,1,2.368353993
903228120,11.68687877,45,8.699514748,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1.5Unf,6,7,1926,2004,1,1,6.80682936,Wd Sdng,None,0,4,3,PConc,3,3,1,1,0,1,0,884,884,GasA,4,1,1,2009,Normal,1,2,1,3,4,Typ,0,Detchd,Unf,1,3,3,0,0,105,0,0,0,0,1,2.320411868
903228150,11.84868316,50,8.699514748,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1.5Fin,6,7,1948,1950,1,1,7.255591274,Wd Sdng,None,0,3,3,CBlock,3,3,1,3,300,1,0,480,780,GasA,3,1,3,2010,Normal,1,3,1,3,6,Typ,0,Detchd,Unf,1,3,2,221,0,48,0,0,0,0,1.5,2.324989403
903229040,11.69441334,190,8.961879013,1,4,4,4,Inside,3,OldTown,Artery,2fmCon,1.5Fin,5,7,1939,1950,1,1,7.019296654,MetalSd,None,0,3,3,CBlock,4,3,2,3,507,1,0,286,793,GasA,3,1,5,2006,Normal,1,3,1,3,5,Typ,1,Detchd,Unf,2,3,3,0,0,0,0,271,0,3,2,3.965481196
903230100,11.51292546,30,8.840869624,1,4,4,4,FR2,3,BrkSide,Feedr,1Fam,1Story,5,5,1924,1950,1,1,7.170888479,Wd Sdng,None,0,3,3,PConc,3,3,2,2,405,1,0,740,1145,GasA,3,1,10,2009,Normal,1,2,1,2,5,Min1,0,Detchd,Unf,2,3,3,0,0,0,0,0,0,0,1,2.065638593
903230110,11.65268741,50,8.616133139,1,3,4,4,FR2,3,BrkSide,Feedr,1Fam,1.5Fin,5,7,1920,1997,1,1,7.103322063,AsbShng,None,0,3,4,BrkTil,3,3,1,5,68,1,0,497,565,GasA,3,1,4,2008,Normal,1,3,1,3,6,Typ,1,BuiltIn,RFn,1,2,3,0,0,180,0,0,0,3,2,2.064561998
903230120,11.27720313,20,8.689464412,1,3,4,4,FR3,3,BrkSide,Feedr,1Fam,1Story,4,7,1946,1950,1,1,6.797940413,MetalSd,None,0,3,3,PConc,0,0,0,0,0,0,0,0,0,GasA,3,1,4,2008,Abnorml,1,2,1,3,4,Typ,0,Detchd,Unf,1,3,3,0,0,0,0,0,0,3,1,2.062960454
903231010,11.860055,50,8.719317376,1,4,4,4,Corner,3,BrkSide,Norm,1Fam,1.5Fin,5,6,1936,1950,1,1,7.338888134,Wd Sdng,None,0,3,2,BrkTil,3,3,1,1,0,1,0,927,927,GasA,3,1,4,2009,Normal,1,3,1,3,5,Typ,0,Detchd,Unf,2,3,3,112,0,0,0,0,0,3,1.5,2.181092728
903231030,11.79810441,50,8.719317376,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1.5Fin,4,7,1935,1995,1,1,7.360739903,AsbShng,None,0,3,3,BrkTil,3,3,1,1,0,1,0,884,884,GasA,5,1,7,2009,Normal,1,3,1,4,6,Typ,0,Detchd,Unf,1,3,3,0,0,54,0,120,0,0,1,2.179289387
903231050,11.6351431,45,8.719317376,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1.5Unf,5,7,1939,1950,1,1,6.784457063,AsbShng,None,0,4,3,BrkTil,3,3,1,1,0,1,0,884,884,GasA,5,1,7,2007,Normal,1,2,1,3,5,Typ,0,Detchd,Unf,1,3,3,0,0,136,0,0,0,3,1,2.177500433
903231060,11.00209984,30,8.719317376,1,4,4,4,Inside,3,BrkSide,Norm,1Fam,1Story,2,3,1936,1950,1,1,6.684611728,AsbShng,None,0,2,2,BrkTil,3,2,1,1,0,1,0,264,264,Grav,2,0,1,2009,Normal,1,1,1,2,4,Maj1,1,None,None,0,0,1,0,0,0,0,0,0,0,1,2.176315809
